junction_id,tls_id,icid,name,x,y,connections
10178429922,10178429922,,,1821.13,1279.33,4
10834224418,10834224418,,,470.02,2015.33,3
11224250307,joinedS_11224250307_4375805940_4504820336_631822079_#2more,,,2347.17,1747.00,16
1140226515,1140226515,,,1126.13,1318.41,4
1140226550,1140226550,,,1172.60,1318.60,3
1140228862,1140228862,,,1303.44,1269.02,4
1140228864,1140228864,,,1341.56,1271.46,3
11510670762,joinedS_11510670762_3086736519_3086736520_3208478133_#21more,,,1958.98,1464.37,97
12185478575,joinedS_12185478575_1720485444_346114642_4514904152_#7more,,,783.29,684.04,45
1223756314,joinedS_1223756314_1223757286_2766951689_5247481909_#5more,,,967.72,662.36,28
1223756843,joinedS_1223756843_1446745543_6205739246_7723490183_#1more,,,904.40,431.90,19
1223757286,joinedS_1223756314_1223757286_2766951689_5247481909_#5more,,,974.00,685.21,28
12463368425,12463368425,,,1055.77,1674.96,3
12702149426,12702149426,,,3422.25,2091.70,2
13252372697,13252372697,,,1886.14,1086.05,4
13252372699,13252372699,,,1964.15,1083.77,3
13252373201,13252373201,,,1940.36,1052.66,1
13266803207,13266803207,,,3493.38,971.19,5
13275315722,joinedS_13275315722_6257336156,,,3421.70,568.82,1
13338382364,13338382364,,,1363.55,1443.47,4
13377838020,joinedS_13377838020_13377838031_13377838038_13377838039_#10more,,,1928.75,856.30,43
13377838023,13377838023,,,1928.86,1052.84,2
13377838025,13377838025,,,1929.08,1057.08,2
13377838029,joinedS_13377838029_13377838034_13377838040_13377838070_#18more,,,1931.90,651.62,70
13377838031,joinedS_13377838020_13377838031_13377838038_13377838039_#10more,,,1935.98,834.14,43
13377838034,joinedS_13377838029_13377838034_13377838040_13377838070_#18more,,,1925.07,650.77,70
13377838038,joinedS_13377838020_13377838031_13377838038_13377838039_#10more,,,1927.45,824.97,43
13377838039,joinedS_13377838020_13377838031_13377838038_13377838039_#10more,,,1927.87,834.24,43
13377838040,joinedS_13377838029_13377838034_13377838040_13377838070_#18more,,,1931.75,603.40,70
13377838055,joinedS_13377838020_13377838031_13377838038_13377838039_#10more,,,1935.75,824.77,43
13377838056,joinedS_13377838020_13377838031_13377838038_13377838039_#10more,,,1953.74,845.24,43
13377838057,joinedS_13377838020_13377838031_13377838038_13377838039_#10more,,,1898.15,846.66,43
13377838058,joinedS_13377838020_13377838031_13377838038_13377838039_#10more,,,1908.63,861.06,43
13377838059,joinedS_13377838020_13377838031_13377838038_13377838039_#10more,,,1918.65,860.69,43
13377838070,joinedS_13377838029_13377838034_13377838040_13377838070_#18more,,,1920.60,595.48,70
13377838071,joinedS_13377838071_13377838072_13377838078_13377838088_#7more,,,1918.65,459.01,36
13377838072,joinedS_13377838071_13377838072_13377838078_13377838088_#7more,,,1918.97,473.53,36
13377838078,joinedS_13377838071_13377838072_13377838078_13377838088_#7more,,,1927.69,447.47,36
13377838088,joinedS_13377838071_13377838072_13377838078_13377838088_#7more,,,1928.39,473.38,36
1446745542,joinedS_1446745542_1933369991_5051817844_6612040617_#4more,,,1058.18,320.54,35
1446745543,joinedS_1223756843_1446745543_6205739246_7723490183_#1more,,,897.54,406.96,19
1446842497,1446842497,,,998.25,773.45,9
1446842498,joinedS_1446842498_6547957810_6547957814,,,1517.64,771.53,10
1446842500,joinedS_1446842500_6547957811_6547957815,,,1505.16,774.35,10
1446842514,joinedS_1446842514_7723490826_7723490827,,,1208.68,852.72,25
1505012036,1505012036,,,526.83,1221.29,4
1505012053,1505012053,,,563.03,1352.52,4
1505012056,1505012056,,,472.27,1069.76,2
1505012059,1505012059,,,551.89,1357.75,3
1505012062,1505012062,,,568.87,1320.66,2
1505012108,1505012108,,,601.82,1439.62,2
1505012111,1505012111,,,484.00,1066.00,4
1505012119,1505012119,,,530.46,1184.55,2
1505012123,1505012123,,,517.41,1187.15,4
1720485436,joinedS_1720485436_4525805668_4539051860_4539051865_#1more,,,899.77,1104.42,24
1720485444,joinedS_12185478575_1720485444_346114642_4514904152_#7more,,,791.12,713.84,45
1720485456,joinedS_1720485456_4493660362_5247483226,,,935.84,1237.53,20
1720485460,joinedS_1720485460_5246621665_5246621671,,,854.13,950.76,20
1926948285,joinedS_1926948285_4493660382,,,731.61,1149.84,8
1933369991,joinedS_1446745542_1933369991_5051817844_6612040617_#4more,,,1062.74,331.35,35
1962923607,joinedS_1962923607_3196847535_7782558680_7782558681,,,3406.07,1721.83,24
2013717671,2013717671,,,2446.53,834.62,4
2031882172,joinedS_2031882172_5247483245,,,819.14,819.06,11
2038168688,joinedS_2038168688_4868328896_4868328897_4868328900_#2more,,,1714.12,1141.53,34
2142307087,joinedS_2142307087_2142307088_2144167929_4420563241_#3more,,,661.85,1964.33,29
2142307088,joinedS_2142307087_2142307088_2144167929_4420563241_#3more,,,639.97,1970.14,29
2144167929,joinedS_2142307087_2142307088_2144167929_4420563241_#3more,,,658.47,1956.77,29
2178660139,joinedS_2178660139_7723489436,,,1750.01,869.62,8
2178660154,2178660154,,,465.84,2016.44,1
244380192,244380192,,,514.65,1225.40,2
2444664369,2444664369,,,2179.22,1046.79,3
2461138530,joinedS_2461138530_6223079734_631821932_631822001,,,2806.73,1584.43,32
2462876030,joinedS_2462876030_4494235148_4494235153_4494235154_#2more,,,2814.03,990.50,23
2470723599,2470723599,,,2304.51,1877.39,2
2470723600,2470723600,,,2355.13,1877.82,3
2470723601,2470723601,,,3055.59,1943.15,4
2485874905,2485874905,,,1368.66,1432.09,1
2527532992,joinedS_2527532992_631822172_7578670143_7578670144_#3more,,,2710.25,1559.20,35
2528018119,joinedS_2528018119_4189528019_4217592189_4554226136_#4more,,,1928.08,1307.96,44
2528053325,joinedS_2528053325_623979890_6263888517_6263888518_#4more,,,3247.60,1707.13,39
25423625,joinedS_25423625_4436527894_4525683911_4525683912_#8more,,,3035.56,1362.59,50
2574671657,joinedS_2574671657_4494088912_4596732505,,,2626.51,560.94,11
2574671659,joinedS_2574671659_2574671661_4494088910_4494088911,,,2627.01,594.26,26
2574671661,joinedS_2574671659_2574671661_4494088910_4494088911,,,2627.54,606.15,26
2574671663,joinedS_2574671663_4494088909,,,2629.02,641.17,11
2609025103,2609025103,,,737.67,524.64,2
2617196619,2617196619,,,1373.93,285.41,3
2618719355,2618719355,,,450.79,899.97,2
2664674491,2664674491,,,1760.75,1563.79,2
269201135,joinedS_269201135_6299442133_6395490563_6395490564_#7more,,,1154.92,658.15,61
2727211119,joinedS_2727211119_965533210,,,762.93,1285.55,15
2730537727,joinedS_2730537727_5289258324_5289258326_5289258327,,,1025.63,1209.34,15
2730947343,2730947343,,,726.94,502.53,2
2737317148,2737317148,,,458.67,928.04,2
2749314012,2749314012,,,695.13,1628.43,2
2751243371,2751243371,,,580.47,1335.44,2
2751243401,2751243401,,,876.10,1692.95,2
2766951689,joinedS_1223756314_1223757286_2766951689_5247481909_#5more,,,970.86,673.77,28
280389382,joinedS_280389382_5247483151_5247483152,,,1075.62,1055.04,13
280389384,joinedS_280389384_5964684887_5964684891,,,1287.31,1137.32,23
280389385,joinedS_280389385_5289258331_5289258340_5289258341_#1more,,,1111.44,1185.39,15
280389388,joinedS_280389388_4539051863_7723489420_7723489421_#1more,,,1251.56,1007.87,32
280389389,280389389,,,555.21,1324.16,4
280389390,280389390,,,347.72,1399.15,1
280389395,joinedS_280389395_648173087_6681285081_6681285082_#2more,,,1551.19,924.14,28
2877022366,2877022366,,,2177.29,1032.01,3
292783107,292783107,,,1023.94,1555.02,3
292783108,292783108,,,677.99,1651.53,4
292783119,292783119,,,658.46,1607.30,4
292783128,joinedS_292783128_3536511946,,,1194.97,1489.48,8
3014990779,3014990779,,,1576.90,1183.47,4
302303166,joinedS_302303166_4436527890_4436527892_4487263612_#16more,,,3024.39,608.79,84
3039147936,3039147936,,,731.75,513.12,3
3083670357,3083670357,,,2101.46,657.33,2
3083670358,3083670358,,,2099.09,576.84,2
3083670359,3083670359,,,2100.43,622.36,2
3083670360,3083670360,,,2100.10,610.76,1
3086736518,joinedS_3086736518_4510431305_655375232_655375233_#5more,IK9KC,八德路二段-市民三段,2114.44,1373.58,37
3086736519,joinedS_11510670762_3086736519_3086736520_3208478133_#21more,,,1946.16,1425.54,97
3086736520,joinedS_11510670762_3086736519_3086736520_3208478133_#21more,,,1924.39,1432.60,97
3086736522,joinedS_3086736522_655375108_655375246_655375247_#8more,,,1728.40,1494.74,27
3091610524,joinedS_3091610524_619136999,,,2337.27,1254.23,7
3110834725,3110834725,,,2396.24,595.00,3
3110834726,3110834726,,,2396.26,602.08,1
3110834727,3110834727,,,2396.29,614.70,2
3110834728,3110834728,,,2396.30,622.31,3
3110835029,3110835029,,,2406.48,636.51,3
3110835030,3110835030,,,2450.36,630.03,2
3110835031,3110835031,,,2411.50,583.44,4
3110835032,3110835032,,,2447.83,581.36,1
3110835033,3110835033,,,2460.07,620.43,2
3110835034,3110835034,,,2460.10,592.78,2
3110835035,3110835035,,,2458.01,600.06,1
3110835036,3110835036,,,2457.92,611.59,3
3127048029,3127048029,,,430.53,665.12,2
3179725582,joinedS_3179725582_5296993490_5296993491_5296993494_#2more,,,2619.10,994.72,30
3196847535,joinedS_1962923607_3196847535_7782558680_7782558681,,,3405.69,1712.75,24
3196968797,joinedS_3196968797_4300984785_623979905,,,3280.77,1364.24,12
3196998925,3196998925,,,2593.75,1318.93,2
3196998955,3196998955,,,1418.34,1583.73,1
3196998957,3196998957,,,1425.30,1606.24,2
3196999068,joinedS_3196999068_656416051,,,1254.63,1665.95,7
3196999084,3196999084,,,778.65,1733.25,2
3208478121,3208478121,,,2283.36,1230.59,5
3208478133,joinedS_11510670762_3086736519_3086736520_3208478133_#21more,,,1947.33,1462.37,97
3298852247,3298852247,,,636.39,1624.86,1
3298852248,3298852248,,,667.20,1661.73,1
338639636,joinedS_338639636_5698897038_5698897039_5698897043_#2more,,,3018.42,378.67,30
339362247,339362247,,,3248.77,371.47,16
339362272,339362272,,,3241.91,82.04,1
346114642,joinedS_12185478575_1720485444_346114642_4514904152_#7more,,,784.83,689.96,45
3508602296,3508602296,,,596.79,1981.62,3
3536511946,joinedS_292783128_3536511946,,,1212.27,1485.07,8
3571770794,3571770794,,,671.68,1609.42,1
3708404967,3708404967,,,2703.85,1995.12,4
3945157130,joinedS_3945157130_4504820321_4504820323_4504820326_#4more,,,2697.48,1745.36,40
4189528015,4189528015,,,1646.32,1163.05,3
4189528016,4189528016,,,1650.08,1175.78,3
4189528019,joinedS_2528018119_4189528019_4217592189_4554226136_#4more,,,1927.64,1294.51,44
4202524185,joinedS_4202524185_4202524186_623915943_623915946_#8more,,,3031.08,1642.00,68
4202524186,joinedS_4202524185_4202524186_623915943_623915946_#8more,,,3031.49,1650.45,68
4205229682,4205229682,,,3061.15,2106.46,4
4205229688,4205229688,,,2706.97,2115.56,4
4206837811,4206837811,,,2386.37,420.83,5
4217590576,joinedS_13377838020_13377838031_13377838038_13377838039_#10more,,,1900.60,846.57,43
4217592189,joinedS_2528018119_4189528019_4217592189_4554226136_#4more,,,1910.10,1303.58,44
4217592191,joinedS_11510670762_3086736519_3086736520_3208478133_#21more,,,1913.00,1423.08,97
4217592192,joinedS_11510670762_3086736519_3086736520_3208478133_#21more,,,1912.93,1446.01,97
4217592193,joinedS_11510670762_3086736519_3086736520_3208478133_#21more,,,1916.65,1476.54,97
4217592199,joinedS_4217592199_4502831467_4502831468_4502831471_#4more,,,1926.30,1762.63,34
4225603096,joinedS_4225603096_632569633,,,1963.62,2136.53,3
4225603097,joinedS_4225603097_632569632,,,1947.92,2137.01,3
423776328,423776328,,,1033.31,901.06,9
4266714993,joinedS_4266714993_4266714994,,,2604.80,1343.06,5
4266714994,joinedS_4266714993_4266714994,,,2590.59,1343.76,5
4300984785,joinedS_3196968797_4300984785_623979905,,,3289.11,1364.53,12
4301010134,4301010134,,,2192.76,1044.71,3
4301010138,4301010138,,,1935.42,1103.83,4
4301010139,4301010139,,,1921.64,1107.91,4
4335733870,joinedS_4335733870_631822170,,,1408.09,2149.94,2
4374470814,joinedS_4374470814_4374470816_4502831484_4502831485_#2more,,,1937.49,1621.89,37
4374470816,joinedS_4374470814_4374470816_4502831484_4502831485_#2more,,,1950.86,1621.46,37
4375805940,joinedS_11224250307_4375805940_4504820336_631822079_#2more,,,2350.26,1735.90,16
4420563241,joinedS_2142307087_2142307088_2144167929_4420563241_#3more,,,638.24,1961.51,29
4436527890,joinedS_302303166_4436527890_4436527892_4487263612_#16more,,,2993.73,568.73,84
4436527892,joinedS_302303166_4436527890_4436527892_4487263612_#16more,,,2995.35,609.82,84
4436527894,joinedS_25423625_4436527894_4525683911_4525683912_#8more,,,3014.87,1335.73,50
4484171377,4484171377,,,2303.79,1865.86,2
4484171378,4484171378,,,2354.43,1865.69,3
4484171381,4484171381,,,2304.89,1886.36,2
4484171383,4484171383,,,2355.37,1886.08,3
4487263612,joinedS_302303166_4436527890_4436527892_4487263612_#16more,,,2994.83,596.70,84
4487263613,joinedS_302303166_4436527890_4436527892_4487263612_#16more,,,2994.27,582.61,84
4493660353,4493660353,,,543.33,1202.23,2
4493660362,joinedS_1720485456_4493660362_5247483226,,,933.30,1228.14,20
4493660382,joinedS_1926948285_4493660382,,,739.95,1147.40,8
4494088909,joinedS_2574671663_4494088909,,,2615.38,642.14,11
4494088910,joinedS_2574671659_2574671661_4494088910_4494088911,,,2613.22,606.92,26
4494088911,joinedS_2574671659_2574671661_4494088910_4494088911,,,2612.95,595.04,26
4494088912,joinedS_2574671657_4494088912_4596732505,,,2612.20,561.51,11
4494088913,4494088913,,,2744.74,557.13,2
4494088914,4494088914,,,2745.43,590.74,1
4494088915,4494088915,,,2745.69,602.93,2
4494088916,joinedS_4494088916_619136871,,,2746.40,637.78,7
4494235148,joinedS_2462876030_4494235148_4494235153_4494235154_#2more,,,2809.55,990.59,23
4494235153,joinedS_2462876030_4494235148_4494235153_4494235154_#2more,,,2826.29,990.23,23
4494235154,joinedS_2462876030_4494235148_4494235153_4494235154_#2more,,,2808.65,1006.37,23
4494235155,joinedS_2462876030_4494235148_4494235153_4494235154_#2more,,,2826.88,1005.95,23
4502831460,joinedS_4502831460_4502831461_4502831464_4502831465_#2more,,,1959.33,1962.45,33
4502831461,joinedS_4502831460_4502831461_4502831464_4502831465_#2more,,,1945.31,1962.53,33
4502831464,joinedS_4502831460_4502831461_4502831464_4502831465_#2more,,,1959.76,1946.06,33
4502831465,joinedS_4502831460_4502831461_4502831464_4502831465_#2more,,,1945.25,1946.28,33
4502831467,joinedS_4217592199_4502831467_4502831468_4502831471_#4more,,,1954.52,1774.45,34
4502831468,joinedS_4217592199_4502831467_4502831468_4502831471_#4more,,,1937.16,1775.03,34
4502831471,joinedS_4217592199_4502831467_4502831468_4502831471_#4more,,,1956.38,1747.77,34
4502831472,joinedS_4217592199_4502831467_4502831468_4502831471_#4more,,,1939.81,1748.26,34
4502831479,joinedS_4217592199_4502831467_4502831468_4502831471_#4more,,,1965.73,1761.31,34
4502831484,joinedS_4374470814_4374470816_4502831484_4502831485_#2more,,,1949.99,1603.51,37
4502831485,joinedS_4374470814_4374470816_4502831484_4502831485_#2more,,,1936.92,1603.49,37
4504820291,joinedS_4504820291_4510462195_4510564553_5296993479_#5more,,,3049.43,998.79,51
4504820299,4504820299,,,3030.71,1224.97,3
4504820301,joinedS_4504820301_619120359,,,3045.14,1221.99,7
4504820306,joinedS_13377838029_13377838034_13377838040_13377838070_#18more,,,1892.00,610.37,70
4504820309,joinedS_13377838071_13377838072_13377838078_13377838088_#7more,,,1934.15,451.57,36
4504820313,joinedS_13377838071_13377838072_13377838078_13377838088_#7more,,,1903.10,474.14,36
4504820317,joinedS_13377838071_13377838072_13377838078_13377838088_#7more,,,1921.16,447.65,36
4504820318,joinedS_13377838071_13377838072_13377838078_13377838088_#7more,,,1902.46,448.17,36
4504820321,joinedS_3945157130_4504820321_4504820323_4504820326_#4more,,,2709.73,1741.06,40
4504820323,joinedS_3945157130_4504820321_4504820323_4504820326_#4more,,,2685.79,1741.82,40
4504820326,joinedS_3945157130_4504820321_4504820323_4504820326_#4more,,,2697.09,1728.91,40
4504820336,joinedS_11224250307_4375805940_4504820336_631822079_#2more,,,2357.50,1752.08,16
4504820342,4504820342,,,2575.82,1745.21,2
4510426998,4510426998,,,978.04,1389.12,3
4510426999,4510426999,,,1153.54,1337.76,1
4510427001,4510427001,,,1329.19,1288.55,1
4510427014,4510427014,,,1318.68,1250.63,6
4510427015,4510427015,,,1143.18,1299.96,1
4510427018,4510427018,,,966.72,1348.39,2
4510431303,joinedS_11510670762_3086736519_3086736520_3208478133_#21more,,,1947.53,1399.58,97
4510431305,joinedS_3086736518_4510431305_655375232_655375233_#5more,IK9KC,八德路二段-市民三段,2081.18,1354.37,37
4510442270,joinedS_4510442270_4510564528_5296993511_5296993513_#3more,,,2396.40,999.54,23
4510462195,joinedS_4504820291_4510462195_4510564553_5296993479_#5more,,,3049.27,984.96,51
4510564528,joinedS_4510442270_4510564528_5296993511_5296993513_#3more,,,2376.15,1029.24,23
4510564553,joinedS_4504820291_4510462195_4510564553_5296993479_#5more,,,3022.91,965.24,51
4510564557,joinedS_4510564557_5296993506_5296993507_619136899_#3more,,,2338.06,993.27,25
4514904152,joinedS_12185478575_1720485444_346114642_4514904152_#7more,,,803.07,711.96,45
4514945003,4514945003,,,538.75,1346.10,3
4525683884,4525683884,,,691.59,1717.05,1
4525683886,4525683886,,,705.08,1712.87,4
4525683887,4525683887,,,715.14,1709.75,1
4525683891,4525683891,,,1056.65,1678.29,3
4525683900,joinedS_11510670762_3086736519_3086736520_3208478133_#21more,,,1924.24,1403.39,97
4525683911,joinedS_25423625_4436527894_4525683911_4525683912_#8more,,,3034.04,1327.59,50
4525683912,joinedS_25423625_4436527894_4525683911_4525683912_#8more,,,3048.82,1328.20,50
4525805658,joinedS_12185478575_1720485444_346114642_4514904152_#7more,,,772.63,691.90,45
4525805659,joinedS_12185478575_1720485444_346114642_4514904152_#7more,,,776.07,704.22,45
4525805660,joinedS_12185478575_1720485444_346114642_4514904152_#7more,,,779.37,715.95,45
4525805668,joinedS_1720485436_4525805668_4539051860_4539051865_#1more,,,887.19,1107.18,24
4525808736,4525808736,,,1032.12,334.72,4
4539051860,joinedS_1720485436_4525805668_4539051860_4539051865_#1more,,,902.90,1116.62,24
4539051863,joinedS_280389388_4539051863_7723489420_7723489421_#1more,,,1248.02,995.04,32
4539051865,joinedS_1720485436_4525805668_4539051860_4539051865_#1more,,,895.60,1092.67,24
4539053919,4539053919,,,489.00,1037.05,2
