stem,strategy,wait_ratio,loss_ratio,base_wait,act_wait,base_loss,act_loss,composite_w0.50,composite_w0.60,composite_w0.70
traffic_data_20260528_225700,baseline_original,0.8962600178094389,0.9182918628110289,22.46,20.13,29.74,27.31,0.907275940310234,0.9050727558100748,0.902869571309916
traffic_data_20260528_230200,baseline_more_edges,0.976897689768977,0.9906007355946056,18.18,17.76,24.47,24.24,0.9837492126817913,0.9823789080992283,0.9810086035166656
traffic_data_20260528_230700,baseline_more_edges_more_tls,0.9618441971383147,0.9689750692520774,12.58,12.1,18.05,17.49,0.965409633195196,0.9646965459838197,0.9639834587724436
traffic_data_20260528_231200,baseline_more_edges_more_tls,0.9519906323185011,0.9592330978809285,42.7,40.65,49.55,47.53,0.9556118650997147,0.954887618543472,0.9541633719872293
traffic_data_20260528_231700,baseline_more_edges,0.9754098360655739,0.984009360374415,18.3,17.85,25.64,25.23,0.9797095982199944,0.9788496457891103,0.9779896933582262
traffic_data_20260528_232200,baseline_more_edges,0.9667447306791569,0.9794835514679874,21.35,20.64,28.27,27.69,0.9731141410735722,0.9718402589946891,0.970566376915806
traffic_data_20260528_232700,baseline_original,0.995017793594306,0.9990342829550942,14.05,13.98,20.71,20.69,0.9970260382747,0.9966243893386213,0.9962227404025424
traffic_data_20260528_233200,no_control,1.0,1.0,6.49,6.49,10.96,10.96,1.0,1.0,1.0
traffic_data_20260528_233700,baseline_original,0.9959644874899112,0.9939024390243902,12.39,12.34,18.04,17.93,0.9949334632571507,0.9951396681037028,0.9953458729502549
traffic_data_20260528_234200,no_control,1.0,1.0,10.59,10.59,15.38,15.38,1.0,1.0,1.0
traffic_data_20260528_234700,baseline_more_edges,0.989571263035921,0.9957386363636364,8.63,8.54,14.08,14.02,0.9926549496997787,0.9920382123670072,0.9914214750342356
traffic_data_20260528_235200,baseline_original,0.8753246753246753,0.9220077220077221,7.7,6.74,12.95,11.94,0.8986661986661987,0.893997893997894,0.8893295893295894
traffic_data_20260528_235700,baseline_more_edges,0.923076923076923,0.9481081081081081,12.22,11.28,18.5,17.54,0.9355925155925156,0.933089397089397,0.9305862785862786
traffic_data_20260529_000200,baseline_original,0.9123112659698026,0.9390756302521008,17.22,15.71,23.8,22.35,0.9256934481109518,0.9230170116827219,0.9203405752544922
traffic_data_20260529_000700,adaptive,0.9233610341643582,0.943217665615142,10.83,10.0,15.85,14.95,0.9332893498897501,0.9313036867446717,0.9293180235995934
traffic_data_20260529_001200,baseline_more_edges,0.8797524314765693,0.9082621082621082,11.31,9.95,17.55,15.94,0.8940072698693388,0.8911563021907849,0.8883053345122309
traffic_data_20260529_001700,baseline_more_edges_more_tls,0.9604072398190046,0.9756267409470752,8.84,8.49,14.36,14.01,0.9680169903830399,0.9664950402702328,0.9649730901574257
traffic_data_20260529_002200,baseline_original,0.9263592567102548,0.9442491210447012,14.53,13.46,19.91,18.8,0.935304188877478,0.9335152024440333,0.9317262160105887
traffic_data_20260529_002700,adaptive,0.9438510833079035,0.9506232023010546,32.77,30.93,41.72,39.66,0.947237142804479,0.9465599309051639,0.9458827190058487
traffic_data_20260529_003200,baseline_more_edges,0.9799472295514512,0.9850804868472713,18.95,18.57,25.47,25.09,0.9825138581993613,0.9820005324697791,0.9814872067401972
traffic_data_20260529_003700,adaptive,0.9529077117572692,0.9705806451612903,31.64,30.15,38.75,37.61,0.9617441784592797,0.9599768851188776,0.9582095917784755
traffic_data_20260529_004200,baseline_original,0.9996996996996997,0.9995229007633587,33.3,33.29,41.92,41.9,0.9996113002315292,0.9996289801251633,0.9996466600187974
traffic_data_20260529_004700,no_control,1.0,1.0,21.95,21.95,27.99,27.99,1.0,1.0,1.0
traffic_data_20260529_005200,adaptive,0.9588305489260143,0.965793918918919,16.76,16.07,23.68,22.87,0.9623122339224666,0.9616158969231762,0.9609195599238857
traffic_data_20260529_005700,baseline_original,0.8569350145489816,0.8889272162814764,20.62,17.67,28.99,25.77,0.872931115415229,0.8697318952419796,0.86653267506873
traffic_data_20260529_010200,baseline_more_edges_more_tls,0.9639344262295082,0.9745889387144991,9.15,8.82,13.38,13.04,0.9692616824720037,0.9681962312235046,0.9671307799750055
traffic_data_20260529_010700,baseline_original,0.9301839464882943,0.9436980166346769,23.92,22.25,31.26,29.5,0.9369409815614855,0.9355895745468473,0.9342381675322091
traffic_data_20260529_011200,baseline_more_edges_more_tls,0.9772549019607844,0.977407208176439,12.75,12.46,18.59,18.17,0.9773310550686116,0.9773158244470462,0.9773005938254807
traffic_data_20260529_011700,no_control,1.0,1.0,12.0,12.0,17.95,17.95,1.0,1.0,1.0
traffic_data_20260529_012200,no_control,1.0,1.0,12.65,12.65,18.15,18.15,1.0,1.0,1.0
traffic_data_20260529_012700,baseline_original,0.8697142857142858,0.912167026637869,8.75,7.61,13.89,12.67,0.8909406561760773,0.886695382083719,0.8824501079913607
traffic_data_20260529_013200,baseline_original,0.96048632218845,0.973139586085425,16.45,15.8,22.71,22.1,0.9668129541369375,0.96554762774724,0.9642823013575426
traffic_data_20260529_015200,no_control,1.0,1.0,21.24,21.24,28.01,28.01,1.0,1.0,1.0
traffic_data_20260529_015700,no_control,1.0,1.0,11.29,11.29,16.53,16.53,1.0,1.0,1.0
traffic_data_20260529_021700,no_control,1.0,1.0,9.33,9.33,14.52,14.52,1.0,1.0,1.0
traffic_data_20260529_023700,baseline_original,0.9813614262560778,0.9928767123287672,12.34,12.11,18.25,18.12,0.9871190692924225,0.9859675406851536,0.9848160120778846
traffic_data_20260529_024200,no_control,1.0,1.0,12.4,12.4,18.57,18.57,1.0,1.0,1.0
traffic_data_20260529_030200,baseline_more_edges_more_tls,0.929957805907173,0.9457409568261377,11.85,11.02,17.14,16.21,0.9378493813666553,0.9362710662747589,0.9346927511828624
traffic_data_20260529_033200,baseline_original,0.9505796217205613,0.9563218390804598,16.39,15.58,21.75,20.8,0.9534507304005105,0.9528765086645207,0.9523022869285308
traffic_data_20260529_033700,adaptive,0.897736143637783,0.9202819956616051,12.81,11.5,18.44,16.97,0.909009069649694,0.9067544844473118,0.9044998992449296
traffic_data_20260531_030809,adaptive,0.8874024526198439,0.9127659574468084,8.97,7.96,14.1,12.87,0.9000842050333262,0.8975478545506297,0.8950115040679332
