icid,設備編號,路口名稱,群組,經度,緯度,三合一報表連結（網址）
ITISU,STISU10,麗山街348巷麗山國小,GC0069,121.572792,25.082244,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STISU10
ITJFD,STJFD10,延平北五段163巷,GA0012,121.510232,25.082625,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STJFD10
ITJXR,STJXR10,金湖路47巷,GA0281,121.596677,25.082382,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STJXR10
ITKNK,STKNK10,明水路-樂群三路,GC0029,121.551075,25.082705,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STKNK10
ITKQJ,STKQJ10,植福路-樂群三路,GC0029,121.560755,25.082687,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STKQJ10
ITLML,STLML10,北安路621巷-大直街,GA0102,121.546347,25.082876,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STLML10
ITLN8,STLN810,北安路630巷,GA0103,121.549013,25.082857,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STLN810
ITMZK,STMZK10,成功路五段152巷,GA0285,121.60558,25.082777,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STMZK10
ITNR6,STNR610,內湖路一段203巷,GA0105,121.563508,25.083227,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STNR610
ITPNV,STPNV10,崇實路-通北街145巷,GA0019,121.544518,25.085169,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STPNV10
ITPX8,STPX810,成功路四段145號(行人穿越),GS0446,121.593624,25.083065,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STPX810
ITQNQ,STQNQ10,敬業路128巷,GC0029,121.551888,25.083525,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STQNQ10
ITRWU,STRWU10,"內湖路二段434,355巷",GC0133,121.592158,25.08345,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STRWU10
ITRXJ,STRXJ10,金湖路-成功路四段167巷10弄,GA0281,121.595578,25.083364,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STRXJ10
ITSNI,STSNI10,明水路-北安路670巷,GC0029,121.550752,25.083763,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STSNI10
ITSRH,STSRH10,環山路一段24巷,GN0280,121.565507,25.084574,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STSRH10
ITSSY,STSSY10,港華街109巷,GN0280,121.57305,25.083609,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STSSY10
ITTFB,STTFB10,延平北五段-葫蘆街北,GA0012,121.509931,25.084134,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STTFB10
ITTIF,STTIF10,中山北五段-劍潭路,GS0584,121.525485,25.084188,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STTIF10
ITTPX,STTPX10,植福路-敬業四路,GC0029,121.558515,25.083887,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STTPX10
ITTRR,STTRR10,內湖路一段285巷65弄,GC0062,121.566931,25.083819,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STTRR10
ITUHZ,STUHZ10,承德路四段-劍潭路,GS0019,121.523532,25.084114,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STUHZ10
ITUIB,STUIB10,劍潭路-基河路,GS0019,121.524692,25.084182,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/STUIB10
