icid,設備編號,路口名稱,群組,經度,緯度,三合一報表連結（網址）
IA6TJ,SA6TJ10,木柵路四段21巷(名人山莊),GS0017,121.575349,24.999185,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SA6TJ10
IA83X,SA83X10,康寧路三段南湖大橋,GS0302,121.610886,25.065016,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SA83X10
IA9PT,SA9PT10,興隆路三段萬芳醫院,GA0330,121.556875,24.999689,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SA9PT10
IA9TM,SA9TM10,木柵路四段萬芳交流道,GA0319,121.576829,25.000055,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SA9TM10
IAAM8,SAAM810,興隆路一段251巷,GN0098,121.543721,24.999963,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAAM810
IAAPB,SAAPB10,辛亥路五段25巷,GA0330,121.554083,24.999862,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAAPB10
IAAT9,SAAT910,和平東四段295巷,GA0319,121.573684,24.999924,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAAT910
IABWK,SABWK10,木柵路五段66號,GA0324,121.590401,24.999993,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SABWK10
IACN7,SACN710,興隆路二段96巷,GN0098,121.548527,25.000325,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SACN710
IACPN,SACPN10,"興隆路三段57,58號",GA0330,121.556016,25.000188,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SACPN10
IACTV,SACTV10,木柵路四段159巷,GA0319,121.575678,24.99959,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SACTV10
IADLD,SADLD10,羅斯福五段-萬隆街,GA0043,121.539572,25.000493,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SADLD10
IADN7,SADN710,興隆路二段153巷,GN0098,121.548557,25.000406,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SADN710
IAFNA,SAFNA10,興隆路二段203巷-興隆路二段153巷6弄,GN0098,121.549054,25.000711,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAFNA10
IAFNF,SAFNF10,興隆路二段-福興路,GS0016,121.549837,25.000798,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAFNF10
IAFT6,SAFT610,和平東四段67號(名門翠堤),GA0314,121.573166,25.000548,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAFT610
IAFXY,SAFXY10,新光路三段文和橋,GA0324,121.597462,25.000507,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAFXY10
IAGPE,SAGPE10,興隆路二段-辛亥路四段,GA0330,121.554592,25.000826,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAGPE10
IAINI,SAINI10,興隆路二段154巷,GN0098,121.550681,25.001328,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAINI10
IAKNL,SAKNL10,興隆路二段275巷,GS0016,121.55097,25.001543,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAKNL10
IALNW,SALNW10,仙岩路-興隆路二段154巷,GC0090,121.552515,25.001556,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SALNW10
IALRK,SALRK10,萬樂街萬芳國小,GS0316,121.565611,25.001488,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SALRK10
IAMLU,SAMLU10,興隆路一段-興順街,GN0098,121.543159,25.000615,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAMLU10
IAMXI,SAMXI10,木柵路五段文和橋,GA0324,121.594965,25.001582,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAMXI10
IANLT,SANLT10,興隆路一段-景明路,GN0098,121.542005,25.001865,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SANLT10
IAPL9,SAPL910,羅斯福五段218巷,GA0043,121.538876,25.002175,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAPL910
IAPQT,SAPQT10,萬美街二段-21巷公訓中心,GS0315,121.561879,25.001954,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAPQT10
IAPR5,SAPR510,萬美街二段49號-和平東路四段66巷,GS0315,121.563097,25.002013,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAPR510
IAQPI,SAQPI10,辛亥路四段-222巷,GA0113,121.555411,25.002186,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAQPI10
IARSK,SARSK10,萬美街一段-萬安街,GA0319,121.570518,25.002254,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SARSK10
IASL7,SASL710,羅斯福五段192巷,GA0043,121.538644,25.003539,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SASL710
IASLQ,SASLQ10,興隆路一段83巷,GN0098,121.541642,25.002517,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SASLQ10
IASRZ,SASRZ10,萬美街一段-萬美街一段19巷,GC0147,121.567967,25.002408,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SASRZ10
IASST,SASST10,和平東四段-萬美街一段,GA0319,121.571916,25.002376,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SASST10
IASUU,SASUU10,木柵路五段21巷(風動石),GA0324,121.581922,25.002392,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SASUU10
IAWVC,SAWVC10,木柵路五段-新光路二段,GA0324,121.583965,25.002943,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAWVC10
IAXCS,SAXCS10,木柵路五段53號,GA0324,121.584788,25.00303,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAXCS10
IAXVS,SAXVS10,木柵路五段57號,GA0324,121.586554,25.003104,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAXVS10
IAZQY,SAZQY10,萬美街二段-萬寧街,GS0315,121.562777,25.003512,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SAZQY10
IB3B0,SB3B010,興隆路三段-興隆路三段115巷,GA0330,121.562777,25.003512,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SB3B010
IB5PL,SB5PL10,辛亥路四段-萬美街二段,GA0113,121.558153,25.006067,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SB5PL10
IB6LK,SB6LK10,興隆路一段-萬盛街106巷,GN0097,121.540736,25.003865,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SB6LK10
IB7KI,SB7KI10,汀州路四段-溪洲街(停車場東北側),GC0143,121.535558,25.004043,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SB7KI10
IB9L8,SB9L810,興隆路一段-羅斯福五段,GA0043,121.538777,25.00436,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SB9L810
IB9LL,SB9LL10,萬盛街102號,GN0098,121.540986,25.004352,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SB9LL10
IBAKJ,SBAKJ10,汀州路四段-溪洲街(停車場西南側),GA0043,121.535661,25.00447,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SBAKJ10
IBBKP,SBBKP10,羅斯福五段170巷萬福國小,GC0143,121.53646,25.004711,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SBBKP10
IBEKK,SBEKK10,汀州路四段-溪洲街(停車場西北側),GA0043,121.535816,25.005129,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SBEKK10
IBFRY,SBFRY10,和平東四段-萬寧街,GA0314,121.567768,25.005091,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SBFRY10
IBGPV,SBGPV10,辛亥路四段130巷,GA0113,121.557297,25.005375,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SBGPV10
IBHPW,SBHPW10,辛亥路四段166巷,GA0113,121.556818,25.004519,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SBHPW10
IBIQF,SBIQF10,萬美街二段靈糧山莊旁,GS0315,121.559884,25.005636,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SBIQF10
IBJQ9,SBJQ910,萬美街二段-興德路,GC0198,121.558805,25.00573,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SBJQ910
IBQP7,SBQP710,辛亥路四段101巷,GA0113,121.558542,25.006661,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SBQP710
IBWQ8,SBWQ810,辛亥路四段77巷,GA0113,121.558644,25.007392,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SBWQ810
IBWUR,SBWUR10,LCS信義支線0+960(隧道外迴轉道前)-進城1,GS1010,121.581442,25.00744,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SBWUR10
ICCKW,SCCKW10,羅斯福四段-萬盛街,GA0043,121.538218,25.007991,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SCCKW10
ICDKQ,SCDKQ10,汀州路四段師大分部,GA0043,121.536788,25.009513,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SCDKQ10
ICNKM,SCNKM10,基隆路四段-汀州路四段,GS0042,121.536299,25.01095,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SCNKM10
ICPKT,SCPKT10,基隆路四段-羅斯福四段,GS0042,121.537152,25.011119,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SCPKT10
ICPR9,SCPR910,臥龍街-和平東路三段464巷,GN0092,121.563802,25.011038,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SCPR910
ICQLL,SCQLL10,羅斯福四段113巷-基隆路四段41巷,GA0272,121.540967,25.011349,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SCQLL10
ICTIZ,SCTIZ10,水源路-思源街,GA0265,121.528327,25.011809,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SCTIZ10
ICTLQ,SCTLQ10,基隆路四段41巷68弄6號(台科大宿舍門口),GC0018,121.541625,25.01171,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SCTLQ10
ICUR7,SCUR710,"和平東三段627,631巷",GN0092,121.563469,25.011789,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SCUR710
ICZKG,SCZKG10,汀州路三段-羅斯福四段136巷,GS0042,121.535256,25.012579,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SCZKG10
ICZLY,SCZLY10,芳蘭路-基隆路三段155巷,GA0272,121.543252,25.012821,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SCZLY10
ID5UJ,SD5UJ10,LCS信義支線1+110(文山隧道出口)-出城4,GS1440,121.580362,25.012656,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SD5UJ10
ID7LC,SD7LC10,基隆路四段-144巷,GS0042,121.539528,25.013105,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SD7LC10
ID7UM,SD7UM10,LCS信義支線1+110(文山隧道入口)-進城2,GS1020,121.580884,25.012885,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SD7UM10
ID8JE,SD8JE10,思源街永福橋頭(調撥車道專用),GA0265,121.529919,25.013311,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SD8JE10
ID9JF,SD9JF10,思源街永福橋頭,GA0265,121.530038,25.013374,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SD9JF10
ID9R8,SD9R810,臥龍街-富陽街157巷,GN0274,121.556297,25.01856,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SD9R810
IDCKB,SDCKB10,汀州路三段-羅斯福四段90巷,GS0042,121.534477,25.013448,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDCKB10
IDCLI,SDCLI10,基隆路四段科技大學,GS0042,121.540374,25.013833,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDCLI10
IDENZ,SDENZ10,辛亥路三段停車場,GA0273,121.551931,25.014901,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDENZ10
IDFJZ,SDFJZ10,汀州路三段-羅斯福四段52巷,GA0265,121.533251,25.014383,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDFJZ10
IDFQV,SDFQV10,"和平東三段632,636巷",GN0092,121.563385,25.012945,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDFQV10
IDJJV,SDJJV10,汀州路三段-羅斯福四段24巷,GA0265,121.532521,25.014864,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDJJV10
IDJNS,SDJNS10,辛亥路三段284巷,GA0273,121.550686,25.015682,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDJNS10
IDKIK,SDKIK10,水源路-永春街200巷,GA0265,121.525983,25.01505,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDKIK10
IDKJT,SDKJT10,汀州路三段-思源街,GA0265,121.532225,25.015082,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDKJT10
IDMMS,SDMMS10,芳蘭路-長興街(自來水廠),GA0272,121.546969,25.015353,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDMMS10
IDPJN,SDPJN10,汀州路三段-羅斯福三段284巷,GA0265,121.531356,25.015681,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDPJN10
IDQLW,SDQLW10,"基隆路三段156,155巷",GA0077,121.542591,25.015721,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDQLW10
IDSNI,SDSNI10,辛亥路三段-青峰里公園,GA0273,121.55047,25.016126,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDSNI10
IDTCG,SDTCG10,環河南三段-華中橋上,GA0237,121.495611,25.016328,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDTCG10
IDTJT,SDTJT10,水源路31巷,GA0018,121.523984,25.018132,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDTJT10
IDTJW,SDTJW10,羅斯福三段-新生南三段,GA0063,121.532676,25.016353,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDTJW10
IDUCG,SDUCG10,環河南三段-萬大路,GA0237,121.495672,25.016707,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDUCG10
IDUQI,SDUQI10,和平東三段530巷,GN0092,121.561562,25.015163,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDUQI10
IDWQI,SDWQI10,"和平東三段596,599號",GN0092,121.560547,25.016305,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDWQI10
IDXJC,SDXJC10,汀州路三段111巷,GA0265,121.529588,25.016924,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDXJC10
IDYJC,SDYJC10,信義路二段-金山南一段,GA0052,121.527273,25.034049,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDYJC10
IDYJZ,SDYJZ10,新生南三段98巷,GA0063,121.533303,25.016992,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDYJZ10
IDYN9,SDYN910,辛亥路三段157巷,GS0052,121.549057,25.017007,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDYN910
IDZMB,SDZMB10,基隆路三段長興街,GA0077,121.544332,25.017186,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SDZMB10
IE9NT,SE9NT10,安居街108巷-臥龍街151巷,GC0005,121.552082,25.017799,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SE9NT10
IEBIW,SEBIW10,羅斯福三段244巷(台電大樓),GA0063,121.527662,25.018348,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEBIW10
IEBIX,SEBIX10,辛亥路一段-汀州路三段,GN0041,121.527652,25.018348,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEBIX10
IEBJI,SEBJI10,羅斯福三段269巷,GA0063,121.530654,25.018292,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEBJI10
IEBQB,SEBQB10,和平東三段416巷(出城),GN0092,121.559208,25.018124,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEBQB10
IECDM,SECDM10,青年路-萬大路423巷,GA0245,121.501584,25.018556,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SECDM10
IECNL,SECNL10,臥龍街151巷-辛亥路三段157巷,GN0274,121.550876,25.018327,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SECNL10
IECP8,SECP810,市府路世貿中心東門,GC0023,121.553759,25.018298,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SECP810
IECPX,SECPX10,臥龍街-和平東三段406巷,GN0274,121.557376,25.018465,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SECPX10
IECQB,SECQB10,和平東三段463巷(入城),GN0092,121.559208,25.018278,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SECQB10
IEEPF,SEEPF10,和平東三段-臥龍街318號,GN0092,121.55491,25.018637,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEEPF10
IEEPS,SEEPS10,臥龍街-富陽街,GN0274,121.556861,25.018494,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEEPS10
IEFMN,SEFMN10,基隆路三段-辛亥路二段,GS0091,121.546649,25.019146,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEFMN10
IEFPC,SEFPC10,臥龍街-樂業街,GN0274,121.554494,25.018675,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEFPC10
IEGCQ,SEGCQ10,萬大路534巷(調撥車道專用),GC0054,121.497298,25.019392,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEGCQ10
IEGQ5,SEGQ510,石牌路二段-立農街二段,GN0214,121.558389,25.01885,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEGQ510
IEGQ6,SEGQ610,信義路五段-市府路,GC0033,121.558389,25.018877,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEGQ610
IEGSM,SEGSM10,吳興街487號(公車總站),GC0074,121.570932,25.018829,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEGSM10
IEHBW,SEHBW10,環河南三段327號,GA0237,121.493136,25.019252,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEHBW10
IEHK7,SEHK710,新生南三段86巷,GA0063,121.533758,25.019121,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEHK710
IEJEL,SEJEL10,桂林路-西寧南路,GN0007,121.506294,25.019442,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEJEL10
IELE8,SELE810,水源路-青年路,GA0245,121.504344,25.019855,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SELE810
IELJA,SELJA10,辛亥路一段-羅斯福三段,GC0124,121.529263,25.019696,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SELJA10
IELP6,SELP610,安居街-樂業街,GN0092,121.553448,25.019681,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SELP610
IELPW,SELPW10,"和平東三段464,509巷",GN0092,121.55756,25.019638,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SELPW10
IELPX,SELPX10,和平東三段391巷,GN0092,121.55755,25.019629,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SELPX10
IEMPW,SEMPW10,和平東三段406巷,GN0092,121.558922,25.018369,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEMPW10
IENCU,SENCU10,萬大路93巷,GC0054,121.497766,25.020121,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SENCU10
IEPTX,SEPTX10,LCS信義支線2+665(文山隧道入口)-出城3,GS1430,121.577475,25.020068,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEPTX10
IEQHV,SEQHV10,師大路-水源路,GA0018,121.522716,25.020343,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEQHV10
IEQTZ,SEQTZ10,LCS信義支線2+645(文山隧道出口)-進城3,GS1030,121.577945,25.0201,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEQTZ10
IERK8,SERK810,新生南三段56巷,GA0063,121.534021,25.020384,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SERK810
IERNX,SERNX10,樂業街-臥龍街151巷,GN0274,121.552678,25.020306,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SERNX10
IES3J,SES3J10,師大路39巷,GN0041,121.5286,25.024637,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SES3J10
IEUIG,SEUIG10,汀州路二段-師大路,GS0005,121.525394,25.020947,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEUIG10
IEUPN,SEUPN10,和平東三段-富陽街,GN0092,121.556514,25.020581,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEUPN10
IEVDS,SEVDS10,青年路152巷,GA0245,121.502537,25.021405,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEVDS10
IEVIV,SEVIV10,羅斯福三段-師大路,GN0041,121.528019,25.02082,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEVIV10
IEWCJ,SEWCJ10,寶興街-萬大路424巷,GA0235,121.496104,25.02135,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEWCJ10
IEWM5,SEWM510,辛亥路二段-復興南二段,GN0068,121.543359,25.021244,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEWM510
IEWMV,SEWMV10,和平東二段76巷30弄-龍門國中後門,GA0067,121.539357,25.023109,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEWMV10
IEWN8,SEWN810,基隆路三段-敦化南二段,GS0091,121.548698,25.020953,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEWN810
IEXCZ,SEXCZ10,萬大路-東園街,GC0054,121.498554,25.02141,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEXCZ10
IEXLL,SEXLL10,辛亥路二段171巷,GN0068,121.54108,25.021315,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEXLL10
IEZCI,SEZCI10,寶興街-長泰街,GC0138,121.49597,25.021797,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEZCI10
IEZPT,SEZPT10,和平東三段-安居街,GN0092,121.555547,25.021515,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SEZPT10
IF5DM,SF5DM10,萬青街-萬大路423巷,GA0245,121.501588,25.021941,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SF5DM10
IF6DT,SF6DT10,青年路106巷,GA0245,121.502589,25.022037,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SF6DT10
IF6JQ,SF6JQ10,辛亥路一段-泰順街,GA0063,121.531858,25.021899,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SF6JQ10
IF6KT,SF6KT10,辛亥路二段-建國南二段(南側),GS0266,121.537207,25.022025,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SF6KT10
IF7CH,SF7CH10,寶興街222巷,GC0138,121.495819,25.022249,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SF7CH10
IF8CW,SF8CW10,東園街-長泰街,GA0236,121.498171,25.022251,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SF8CW10
IF8I7,SF8I710,汀州路二段-金門街,GS0005,121.523933,25.022279,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SF8I710
IF8IM,SF8IM10,羅斯福三段-浦城街,GN0041,121.526321,25.02228,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SF8IM10
IF8JU,SF8JU10,辛亥路一段139巷,GA0063,121.532414,25.022222,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SF8JU10
IF9H8,SF9H810,汀州路二段-牯嶺街,GN0259,121.51903,25.022613,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SF9H810
IF9JY,SF9JY10,辛亥路一段-溫州街,GA0063,121.533178,25.022391,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SF9JY10
IF9KB,SF9KB10,辛亥路一段-新生南三段,GA0063,121.534426,25.022386,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SF9KB10
IF9KW,SF9KW10,辛亥路二段-建國南二段,GS0266,121.537577,25.022267,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SF9KW10
IF9M5,SF9M510,故宮路-47巷,GN0224,121.547418,25.096315,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SF9M510
IF9NH,SF9NH10,基隆路三段-樂業街,GS0091,121.55027,25.022338,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SF9NH10
IF9PD,SF9PD10,和平東三段-信安街,GN0092,121.554649,25.022385,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SF9PD10
IFACG,SFACG10,寶興街140巷,GA0235,121.495696,25.022746,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFACG10
IFAD9,SFAD910,萬大路-長泰街,GC0054,121.499372,25.022644,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFAD910
IFBEZ,SFBEZ10,水源路-國興路,GA0251,121.508517,25.02264,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFBEZ10
IFCCU,SFCCU10,東園街154巷,GC0073,121.497817,25.02301,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFCCU10
IFCDL,SFCDL10,長泰街-萬青街,GA0245,121.501513,25.023007,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFCDL10
IFCKJ,SFCKJ10,新生南三段22巷,GA0063,121.534622,25.023993,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFCKJ10
IFCMQ,SFCMQ10,臥龍街-敦化南二段200巷,GA0067,121.546621,25.022908,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFCMQ10
IFCPG,SFCPG10,信安街-吳興街220巷59弄,GN0289,121.555092,25.022782,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SFCPG10
