Detector;Time;qPKW;vPKW
ZJQJI20;16155.00;139;31.46
ZJTJ820;16155.00;161;40.04
ZJHKR40;16160.00;73;29.64
ZJ7KV40_ZINKW40;16160.00;89;38.8
ZJSJD40;16160.00;145;24.22
ZK5JW60;16160.00;61;34.49
ZK7K820;16160.00;34;43.88
Z7230E0_ZK7KP40;16160.00;73;24.76
ZJHKR20_ZJWJ740;16160.00;119;37.77
ZKJJP20;16160.00;138;31.53
ZK9KC60;16160.00;83;25.76
ZJTJ960;16160.00;32;47.34
ZJQJI20;16160.00;79;22.84
ZJTJ820;16160.00;170;47.72
ZJHKR40;16165.00;51;33.8
ZJ7KV40_ZINKW40;16165.00;78;38.41
ZJSJD40;16165.00;123;21.56
ZK5JW60;16165.00;83;32.55
ZK7K820;16165.00;56;33.21
Z7230E0_ZK7KP40;16165.00;72;25.01
ZJHKR20_ZJWJ740;16165.00;117;33.07
ZKJJP20;16165.00;140;25.4
ZK9KC60;16165.00;105;23.17
ZJTJ960;16165.00;45;41.67
ZJQJI20;16165.00;121;30.21
ZJTJ820;16165.00;155;46.85
ZJHKR40;16170.00;67;36.39
ZJ7KV40_ZINKW40;16170.00;95;39.74
ZJSJD40;16170.00;141;22.33
ZK5JW60;16170.00;84;31.69
ZK7K820;16170.00;37;34.46
Z7230E0_ZK7KP40;16170.00;70;21.17
ZJHKR20_ZJWJ740;16170.00;105;39.17
ZKJJP20;16170.00;119;30.9
ZK9KC60;16170.00;84;26.69
ZJTJ960;16170.00;35;47.43
ZJQJI20;16170.00;79;28.22
ZJTJ820;16170.00;150;44.9
ZJHKR40;16175.00;75;32.97
ZJ7KV40_ZINKW40;16175.00;69;41.4
ZJSJD40;16175.00;116;20.09
ZK5JW60;16175.00;69;37.93
ZK7K820;16175.00;47;30.64
Z7230E0_ZK7KP40;16175.00;68;21.61
ZJHKR20_ZJWJ740;16175.00;135;40.12
ZKJJP20;16175.00;115;26.25
ZK9KC60;16175.00;136;25.32
ZJTJ960;16175.00;46;44.93
ZJQJI20;16175.00;119;39.02
ZJTJ820;16175.00;168;43.61
ZJHKR40;16180.00;87;34.83
ZJ7KV40_ZINKW40;16180.00;98;38.14
ZJSJD40;16180.00;144;17.76
ZK5JW60;16180.00;66;33.71
ZK7K820;16180.00;29;38.97
Z7230E0_ZK7KP40;16180.00;65;21.74
ZJHKR20_ZJWJ740;16180.00;124;38.31
ZKJJP20;16180.00;80;23.52
ZK9KC60;16180.00;90;33.29
ZJTJ960;16180.00;42;45.21
ZJQJI20;16180.00;86;28.53
ZJTJ820;16180.00;174;43.52
ZJHKR40;16185.00;67;29.58
ZJ7KV40_ZINKW40;16185.00;95;34.68
ZJSJD40;16185.00;127;18.78
ZK5JW60;16185.00;79;34.44
ZK7K820;16185.00;41;42.9
Z7230E0_ZK7KP40;16185.00;64;22.51
ZJHKR20_ZJWJ740;16185.00;134;33.48
ZKJJP20;16185.00;123;23.79
ZK9KC60;16185.00;116;41.16
ZJTJ960;16185.00;49;41.06
ZJQJI20;16185.00;145;40.67
ZJTJ820;16185.00;181;43.73
ZJHKR40;16190.00;94;32.82
ZJ7KV40_ZINKW40;16190.00;98;37.94
ZJSJD40;16190.00;153;20.69
ZK5JW60;16190.00;77;30.32
ZK7K820;16190.00;32;37.91
Z7230E0_ZK7KP40;16190.00;62;20.17
ZJHKR20_ZJWJ740;16190.00;119;32.75
ZKJJP20;16190.00;111;24.56
ZK9KC60;16190.00;82;41.21
ZJTJ960;16190.00;31;38.32
ZJQJI20;16190.00;96;30.02
ZJTJ820;16190.00;167;43.57
ZJHKR40;16195.00;61;32.31
ZJ7KV40_ZINKW40;16195.00;108;39.24
ZJSJD40;16195.00;125;21.66
ZK5JW60;16195.00;72;34.69
ZK7K820;16195.00;39;40.13
Z7230E0_ZK7KP40;16195.00;47;27.09
ZJHKR20_ZJWJ740;16195.00;137;35.75
ZKJJP20;16195.00;125;24.63
ZK9KC60;16195.00;82;26.24
ZJTJ960;16195.00;35;32.97
ZJQJI20;16195.00;136;32.34
ZJTJ820;16195.00;168;40.27
ZJHKR40;16200.00;74;33.07
ZJ7KV40_ZINKW40;16200.00;117;38.02
ZJSJD40;16200.00;143;19.55
ZK5JW60;16200.00;76;33.12
ZK7K820;16200.00;25;38.48
Z7230E0_ZK7KP40;16200.00;52;21.57
ZJHKR20_ZJWJ740;16200.00;128;34.28
ZKJJP20;16200.00;98;23.79
ZK9KC60;16200.00;118;34.86
ZJTJ960;16200.00;47;44.26
ZJQJI20;16200.00;83;28.04
ZJTJ820;16200.00;165;45.54
ZJHKR40;16205.00;71;35.23
ZJ7KV40_ZINKW40;16205.00;104;36.76
ZJSJD40;16205.00;129;26.81
ZK5JW60;16205.00;83;36.1
ZK7K820;16205.00;42;37.6
Z7230E0_ZK7KP40;16205.00;52;19.31
ZJHKR20_ZJWJ740;16205.00;123;35.77
ZKJJP20;16205.00;116;28.4
ZK9KC60;16205.00;136;27.74
ZJTJ960;16205.00;50;40.54
ZJQJI20;16205.00;120;25.82
ZJTJ820;16205.00;174;44.42
ZJHKR40;16210.00;75;27.12
ZJ7KV40_ZINKW40;16210.00;127;38.42
ZJSJD40;16210.00;158;21.56
ZK5JW60;16210.00;85;27.82
ZK7K820;16210.00;38;41.61
Z7230E0_ZK7KP40;16210.00;62;22.37
ZJHKR20_ZJWJ740;16210.00;99;33.33
ZKJJP20;16210.00;118;24.86
ZK9KC60;16210.00;80;32.86
ZJTJ960;16210.00;40;45.4
ZJQJI20;16210.00;121;22.35
ZJTJ820;16210.00;206;41.29
ZJHKR40;16215.00;71;36.13
ZJ7KV40_ZINKW40;16215.00;99;38.53
ZJSJD40;16215.00;119;20.76
ZK5JW60;16215.00;71;29.99
ZK7K820;16215.00;34;42.47
Z7230E0_ZK7KP40;16215.00;82;19.77
ZJHKR20_ZJWJ740;16215.00;122;34.33
ZKJJP20;16215.00;124;22.0
ZK9KC60;16215.00;125;21.95
ZJTJ960;16215.00;59;42.05
ZJQJI20;16215.00;129;33.81
ZJTJ820;16215.00;192;39.13
ZJHKR40;16220.00;74;27.05
ZJ7KV40_ZINKW40;16220.00;107;36.35
ZJSJD40;16220.00;142;23.37
ZK5JW60;16220.00;65;28.22
ZK7K820;16220.00;25;37.36
Z7230E0_ZK7KP40;16220.00;56;25.13
ZJHKR20_ZJWJ740;16220.00;135;34.29
ZKJJP20;16220.00;160;26.12
ZK9KC60;16220.00;105;25.5
ZJTJ960;16220.00;44;40.14
ZJQJI20;16220.00;134;28.69
ZJTJ820;16220.00;181;32.44
ZJHKR40;16225.00;89;32.06
ZJ7KV40_ZINKW40;16225.00;111;34.48
ZJSJD40;16225.00;114;21.14
ZK5JW60;16225.00;78;32.73
ZK7K820;16225.00;42;34.95
Z7230E0_ZK7KP40;16225.00;68;15.83
ZJHKR20_ZJWJ740;16225.00;126;40.15
ZKJJP20;16225.00;137;30.99
ZK9KC60;16225.00;111;25.58
ZJTJ960;16225.00;57;29.58
ZJQJI20;16225.00;109;27.49
ZJTJ820;16225.00;193;31.03
ZJHKR40;16230.00;65;32.91
ZJ7KV40_ZINKW40;16230.00;88;35.52
ZJSJD40;16230.00;115;16.41
ZK5JW60;16230.00;56;30.21
ZK7K820;16230.00;34;39.06
Z7230E0_ZK7KP40;16230.00;59;23.51
ZJHKR20_ZJWJ740;16230.00;165;39.22
ZKJJP20;16230.00;161;30.55
ZK9KC60;16230.00;130;29.96
ZJTJ960;16230.00;61;34.2
ZJQJI20;16230.00;150;27.51
ZJTJ820;16230.00;172;29.52
ZJHKR40;16235.00;72;37.76
ZJ7KV40_ZINKW40;16235.00;109;37.86
ZJSJD40;16235.00;142;23.56
ZK5JW60;16235.00;79;28.53
ZK7K820;16235.00;55;37.15
Z7230E0_ZK7KP40;16235.00;46;32.33
ZJHKR20_ZJWJ740;16235.00;122;36.81
ZKJJP20;16235.00;143;28.72
ZK9KC60;16235.00;95;21.43
ZJTJ960;16235.00;61;36.84
ZJQJI20;16235.00;130;28.25
ZJTJ820;16235.00;195;39.97
ZJHKR40;16240.00;66;31.64
ZJ7KV40_ZINKW40;16240.00;100;38.11
ZJSJD40;16240.00;144;21.91
ZK5JW60;16240.00;58;30.28
ZK7K820;16240.00;38;33.21
Z7230E0_ZK7KP40;16240.00;44;28.39
ZJHKR20_ZJWJ740;16240.00;145;35.41
ZKJJP20;16240.00;159;28.17
ZK9KC60;16240.00;137;20.07
ZJTJ960;16240.00;48;39.67
ZJQJI20;16240.00;125;25.78
ZJTJ820;16240.00;184;38.72
ZJHKR40;16245.00;100;25.93
ZJ7KV40_ZINKW40;16245.00;125;37.29
ZJSJD40;16245.00;136;22.48
ZK5JW60;16245.00;83;34.81
ZK7K820;16245.00;31;30.32
Z7230E0_ZK7KP40;16245.00;49;21.73
ZJHKR20_ZJWJ740;16245.00;132;36.01
ZKJJP20;16245.00;114;28.18
ZK9KC60;16245.00;89;24.48
ZJTJ960;16245.00;48;44.35
ZJQJI20;16245.00;124;33.11
ZJTJ820;16245.00;173;47.8
ZJHKR40;16250.00;89;31.85
ZJ7KV40_ZINKW40;16250.00;100;42.41
ZJSJD40;16250.00;151;20.6
ZK5JW60;16250.00;59;29.78
ZK7K820;16250.00;34;34.38
Z7230E0_ZK7KP40;16250.00;52;20.74
ZJHKR20_ZJWJ740;16250.00;156;34.3
ZKJJP20;16250.00;141;26.97
ZK9KC60;16250.00;116;30.5
ZJTJ960;16250.00;43;45.86
ZJQJI20;16250.00;136;30.4
ZJTJ820;16250.00;166;44.72
ZJHKR40;16255.00;86;34.66
ZJ7KV40_ZINKW40;16255.00;131;33.24
ZJSJD40;16255.00;141;22.16
ZK5JW60;16255.00;81;33.98
ZK7K820;16255.00;41;37.76
Z7230E0_ZK7KP40;16255.00;53;26.71
ZJHKR20_ZJWJ740;16255.00;125;34.03
ZKJJP20;16255.00;145;27.81
ZK9KC60;16255.00;112;15.73
ZJTJ960;16255.00;60;35.55
ZJQJI20;16255.00;134;38.6
ZJTJ820;16255.00;167;44.31
ZJHKR40;16260.00;89;29.65
ZJ7KV40_ZINKW40;16260.00;118;33.35
ZJSJD40;16260.00;153;21.37
ZK5JW60;16260.00;61;29.93
ZK7K820;16260.00;34;33.21
Z7230E0_ZK7KP40;16260.00;51;25.54
ZJHKR20_ZJWJ740;16260.00;131;34.03
ZKJJP20;16260.00;196;32.66
ZK9KC60;16260.00;125;31.14
ZJTJ960;16260.00;56;37.25
ZJQJI20;16260.00;131;31.9
ZJTJ820;16260.00;164;45.04
ZJHKR40;16265.00;87;32.93
ZJ7KV40_ZINKW40;16265.00;120;34.04
ZJSJD40;16265.00;147;20.14
ZK5JW60;16265.00;76;33.5
ZK7K820;16265.00;40;37.4
Z7230E0_ZK7KP40;16265.00;42;22.88
ZJHKR20_ZJWJ740;16265.00;125;34.21
ZKJJP20;16265.00;140;30.77
ZK9KC60;16265.00;84;30.94
ZJTJ960;16265.00;54;43.02
ZJQJI20;16265.00;133;35.11
ZJTJ820;16265.00;192;41.78
ZJHKR40;16270.00;79;29.94
ZJ7KV40_ZINKW40;16270.00;107;36.79
ZJSJD40;16270.00;126;21.22
ZK5JW60;16270.00;56;28.93
ZK7K820;16270.00;38;38.61
Z7230E0_ZK7KP40;16270.00;49;26.52
ZJHKR20_ZJWJ740;16270.00;142;32.39
ZKJJP20;16270.00;174;27.23
ZK9KC60;16270.00;143;36.83
ZJTJ960;16270.00;52;44.25
ZJQJI20;16270.00;142;32.27
ZJTJ820;16270.00;157;41.75
ZJHKR40;16275.00;69;32.61
ZJ7KV40_ZINKW40;16275.00;106;39.58
ZJSJD40;16275.00;134;24.04
ZK5JW60;16275.00;76;32.42
ZK7K820;16275.00;43;35.23
Z7230E0_ZK7KP40;16275.00;45;24.1
ZJHKR20_ZJWJ740;16275.00;129;31.57
ZKJJP20;16275.00;158;27.47
ZK9KC60;16275.00;109;21.1
ZJTJ960;16275.00;79;40.1
ZJQJI20;16275.00;87;37.82
ZJTJ820;16275.00;167;39.95
ZJHKR40;16280.00;66;34.76
ZJ7KV40_ZINKW40;16280.00;80;34.76
ZJSJD40;16280.00;115;21.55
ZK5JW60;16280.00;55;36.18
ZK7K820;16280.00;33;29.91
Z7230E0_ZK7KP40;16280.00;43;22.66
ZJHKR20_ZJWJ740;16280.00;150;34.99
ZKJJP20;16280.00;189;29.63
ZK9KC60;16280.00;113;30.3
ZJTJ960;16280.00;67;36.21
ZJQJI20;16280.00;142;30.7
ZJTJ820;16280.00;151;38.96
ZJHKR40;16285.00;83;33.83
ZJ7KV40_ZINKW40;16285.00;101;38.23
ZJSJD40;16285.00;117;21.04
ZK5JW60;16285.00;63;35.83
ZK7K820;16285.00;40;38.3
Z7230E0_ZK7KP40;16285.00;59;19.38
ZJHKR20_ZJWJ740;16285.00;131;38.96
ZKJJP20;16285.00;149;34.8
ZK9KC60;16285.00;101;23.07
ZJTJ960;16285.00;59;37.51
ZJQJI20;16285.00;123;32.61
ZJTJ820;16285.00;162;44.47
ZJHKR40;16290.00;89;30.63
ZJ7KV40_ZINKW40;16290.00;88;35.11
ZJSJD40;16290.00;106;21.21
ZK5JW60;16290.00;61;35.52
ZK7K820;16290.00;26;36.88
Z7230E0_ZK7KP40;16290.00;64;21.0
ZJHKR20_ZJWJ740;16290.00;119;38.03
ZKJJP20;16290.00;133;36.38
ZK9KC60;16290.00;118;27.23
ZJTJ960;16290.00;63;38.65
ZJQJI20;16290.00;129;33.19
ZJTJ820;16290.00;164;42.4
ZJHKR40;16295.00;74;31.57
ZJ7KV40_ZINKW40;16295.00;83;38.36
ZJSJD40;16295.00;116;20.78
ZK5JW60;16295.00;60;31.53
ZK7K820;16295.00;45;33.76
Z7230E0_ZK7KP40;16295.00;61;20.78
ZJHKR20_ZJWJ740;16295.00;121;40.07
ZKJJP20;16295.00;144;45.88
ZK9KC60;16295.00;82;40.35
ZJTJ960;16295.00;53;42.47
ZJQJI20;16295.00;137;38.53
ZJTJ820;16295.00;142;45.71
ZJHKR40;16300.00;93;22.89
ZJ7KV40_ZINKW40;16300.00;81;35.22
ZJSJD40;16300.00;88;23.03
ZK5JW60;16300.00;40;32.7
ZK7K820;16300.00;26;33.31
Z7230E0_ZK7KP40;16300.00;62;24.67
ZJHKR20_ZJWJ740;16300.00;104;38.92
ZKJJP20;16300.00;135;40.59
ZK9KC60;16300.00;91;33.13
ZJTJ960;16300.00;36;48.11
ZJQJI20;16300.00;139;36.65
ZJTJ820;16300.00;125;41.61
ZJHKR40;16305.00;99;32.8
ZJ7KV40_ZINKW40;16305.00;92;37.73
ZJSJD40;16305.00;131;17.53
ZK5JW60;16305.00;44;36.8
ZK7K820;16305.00;27;38.93
Z7230E0_ZK7KP40;16305.00;54;27.15
ZJHKR20_ZJWJ740;16305.00;120;33.24
ZKJJP20;16305.00;138;34.27
ZK9KC60;16305.00;83;33.36
ZJTJ960;16305.00;25;33.68
ZJQJI20;16305.00;128;39.91
ZJTJ820;16305.00;137;45.84
ZJHKR40;16310.00;70;31.21
ZJ7KV40_ZINKW40;16310.00;79;36.29
ZJSJD40;16310.00;103;20.39
ZK5JW60;16310.00;69;35.84
ZK7K820;16310.00;34;37.09
Z7230E0_ZK7KP40;16310.00;56;28.02
ZJHKR20_ZJWJ740;16310.00;118;35.31
ZKJJP20;16310.00;158;40.77
ZK9KC60;16310.00;104;31.77
ZJTJ960;16310.00;61;36.43
ZJQJI20;16310.00;154;38.06
ZJTJ820;16310.00;136;43.54
ZJHKR40;16315.00;71;31.93
ZJ7KV40_ZINKW40;16315.00;70;38.76
ZJSJD40;16315.00;89;20.58
ZK5JW60;16315.00;56;35.84
ZK7K820;16315.00;51;37.84
Z7230E0_ZK7KP40;16315.00;70;24.15
ZJHKR20_ZJWJ740;16315.00;118;38.41
ZKJJP20;16315.00;125;37.85
ZK9KC60;16315.00;121;45.58
ZJTJ960;16315.00;51;44.98
ZJQJI20;16315.00;127;34.37
ZJTJ820;16315.00;154;45.98
ZJHKR40;16320.00;85;31.56
ZJ7KV40_ZINKW40;16320.00;49;41.44
ZJSJD40;16320.00;75;16.72
ZK5JW60;16320.00;45;35.82
ZK7K820;16320.00;39;42.23
Z7230E0_ZK7KP40;16320.00;69;24.71
ZJHKR20_ZJWJ740;16320.00;132;40.29
ZKJJP20;16320.00;146;40.36
ZK9KC60;16320.00;147;37.14
ZJTJ960;16320.00;55;41.24
ZJQJI20;16320.00;123;38.41
ZJTJ820;16320.00;109;48.05
ZJHKR40;16325.00;82;31.27
ZJ7KV40_ZINKW40;16325.00;70;39.61
ZJSJD40;16325.00;86;20.97
ZK5JW60;16325.00;43;36.28
ZK7K820;16325.00;25;33.76
Z7230E0_ZK7KP40;16325.00;56;22.57
ZJHKR20_ZJWJ740;16325.00;129;34.73
ZKJJP20;16325.00;191;38.63
ZK9KC60;16325.00;132;32.58
ZJTJ960;16325.00;41;30.85
ZJQJI20;16325.00;146;37.88
ZJTJ820;16325.00;109;50.27
ZJHKR40;16330.00;80;30.57
ZJ7KV40_ZINKW40;16330.00;81;35.39
ZJSJD40;16330.00;96;22.1
ZK5JW60;16330.00;31;36.65
ZK7K820;16330.00;31;38.68
Z7230E0_ZK7KP40;16330.00;68;26.55
ZJHKR20_ZJWJ740;16330.00;93;34.24
ZKJJP20;16330.00;102;40.89
ZK9KC60;16330.00;87;24.84
ZJTJ960;16330.00;43;38.65
ZJQJI20;16330.00;129;38.63
ZJTJ820;16330.00;96;54.83
ZJHKR40;16335.00;62;30.4
ZJ7KV40_ZINKW40;16335.00;58;35.65
ZJSJD40;16335.00;78;20.88
ZK5JW60;16335.00;37;35.22
ZK7K820;16335.00;27;36.89
Z7230E0_ZK7KP40;16335.00;70;24.12
ZJHKR20_ZJWJ740;16335.00;102;38.51
ZKJJP20;16335.00;82;46.84
ZK9KC60;16335.00;86;21.53
ZJTJ960;16335.00;40;41.12
ZJQJI20;16335.00;131;38.65
ZJTJ820;16335.00;121;45.98
ZJHKR40;16340.00;42;34.9
ZJ7KV40_ZINKW40;16340.00;66;35.86
ZJSJD40;16340.00;81;17.59
ZK5JW60;16340.00;51;36.94
ZK7K820;16340.00;31;41.77
Z7230E0_ZK7KP40;16340.00;71;26.44
ZJHKR20_ZJWJ740;16340.00;112;37.59
ZKJJP20;16340.00;125;38.86
ZK9KC60;16340.00;110;30.7
ZJTJ960;16340.00;49;41.14
ZJQJI20;16340.00;113;39.55
ZJTJ820;16340.00;83;48.51
ZJHKR40;16345.00;54;37.57
ZJ7KV40_ZINKW40;16345.00;66;41.01
ZJSJD40;16345.00;94;18.37
ZK5JW60;16345.00;47;36.04
ZK7K820;16345.00;31;36.55
Z7230E0_ZK7KP40;16345.00;62;30.59
ZJHKR20_ZJWJ740;16345.00;108;37.98
ZKJJP20;16345.00;114;38.71
ZK9KC60;16345.00;89;25.36
ZJTJ960;16345.00;39;43.77
ZJQJI20;16345.00;117;40.09
ZJTJ820;16345.00;111;39.57
ZJHKR40;16350.00;79;32.29
ZJ7KV40_ZINKW40;16350.00;51;36.93
ZJSJD40;16350.00;96;18.82
ZK5JW60;16350.00;33;36.85
ZK7K820;16350.00;25;42.48
Z7230E0_ZK7KP40;16350.00;62;36.86
ZJHKR20_ZJWJ740;16350.00;120;39.0
ZKJJP20;16350.00;138;41.92
ZK9KC60;16350.00;130;33.25
ZJTJ960;16350.00;45;37.98
ZJQJI20;16350.00;130;36.91
ZJTJ820;16350.00;99;49.01
ZJHKR40;16355.00;60;32.25
ZJ7KV40_ZINKW40;16355.00;55;38.22
ZJSJD40;16355.00;93;20.96
ZK5JW60;16355.00;47;41.49
ZK7K820;16355.00;17;40.06
Z7230E0_ZK7KP40;16355.00;49;40.06
ZJHKR20_ZJWJ740;16355.00;112;41.0
ZKJJP20;16355.00;147;43.14
ZK9KC60;16355.00;148;28.01
ZJTJ960;16355.00;37;40.14
ZJQJI20;16355.00;139;41.99
ZJTJ820;16355.00;94;45.01
ZJHKR40;16360.00;66;30.77
ZJ7KV40_ZINKW40;16360.00;62;35.55
ZJSJD40;16360.00;88;22.44
ZK5JW60;16360.00;39;39.67
ZK7K820;16360.00;34;39.82
Z7230E0_ZK7KP40;16360.00;66;35.31
ZJHKR20_ZJWJ740;16360.00;97;39.89
ZKJJP20;16360.00;93;39.7
ZK9KC60;16360.00;135;28.0
ZJTJ960;16360.00;28;47.36
ZJQJI20;16360.00;119;41.64
ZJTJ820;16360.00;103;47.76
ZJHKR40;16365.00;65;37.38
ZJ7KV40_ZINKW40;16365.00;58;38.56
ZJSJD40;16365.00;70;20.53
ZK5JW60;16365.00;31;35.16
ZK7K820;16365.00;21;38.57
Z7230E0_ZK7KP40;16365.00;58;33.58
ZJHKR20_ZJWJ740;16365.00;105;39.82
ZKJJP20;16365.00;85;41.62
ZK9KC60;16365.00;103;38.93
ZJTJ960;16365.00;29;37.79
ZJQJI20;16365.00;135;34.76
ZJTJ820;16365.00;101;46.54
ZJHKR40;16370.00;46;32.61
ZJ7KV40_ZINKW40;16370.00;47;39.11
ZJSJD40;16370.00;93;25.23
ZK5JW60;16370.00;49;30.47
ZK7K820;16370.00;26;35.12
Z7230E0_ZK7KP40;16370.00;60;36.87
ZJHKR20_ZJWJ740;16370.00;90;39.89
ZKJJP20;16370.00;96;44.59
ZK9KC60;16370.00;109;36.7
ZJTJ960;16370.00;35;37.06
ZJQJI20;16370.00;125;30.44
ZJTJ820;16370.00;79;42.85
ZJHKR40;16375.00;34;30.68
ZJ7KV40_ZINKW40;16375.00;64;35.26
ZJSJD40;16375.00;59;22.05
ZK5JW60;16375.00;34;40.12
ZK7K820;16375.00;22;29.59
Z7230E0_ZK7KP40;16375.00;68;35.76
ZJHKR20_ZJWJ740;16375.00;111;38.91
ZKJJP20;16375.00;89;43.12
ZK9KC60;16375.00;105;36.25
ZJTJ960;16375.00;37;40.95
ZJQJI20;16375.00;91;41.22
ZJTJ820;16375.00;101;44.81
ZJHKR40;16380.00;50;34.36
ZJ7KV40_ZINKW40;16380.00;51;37.03
ZJSJD40;16380.00;73;18.85
ZK5JW60;16380.00;26;36.15
ZK7K820;16380.00;16;28.69
Z7230E0_ZK7KP40;16380.00;52;35.37
ZJHKR20_ZJWJ740;16380.00;113;37.15
ZKJJP20;16380.00;127;42.72
ZK9KC60;16380.00;136;43.84
ZJTJ960;16380.00;32;35.59
ZJQJI20;16380.00;109;39.46
ZJTJ820;16380.00;118;45.62
ZJHKR40;16385.00;48;38.17
ZJ7KV40_ZINKW40;16385.00;75;32.83
ZJSJD40;16385.00;79;23.54
ZK5JW60;16385.00;24;35.67
ZK7K820;16385.00;31;41.74
Z7230E0_ZK7KP40;16385.00;66;37.27
ZJHKR20_ZJWJ740;16385.00;93;37.82
ZKJJP20;16385.00;102;39.25
ZK9KC60;16385.00;111;38.37
ZJTJ960;16385.00;26;35.0
ZJQJI20;16385.00;118;39.42
ZJTJ820;16385.00;128;43.8
ZJHKR40;16390.00;60;38.35
ZJ7KV40_ZINKW40;16390.00;77;37.67
ZJSJD40;16390.00;69;25.94
ZK5JW60;16390.00;39;26.72
ZK7K820;16390.00;25;30.8
Z7230E0_ZK7KP40;16390.00;63;37.32
ZJHKR20_ZJWJ740;16390.00;88;39.52
ZKJJP20;16390.00;100;42.15
ZK9KC60;16390.00;95;46.74
ZJTJ960;16390.00;24;35.33
ZJQJI20;16390.00;98;40.7
ZJTJ820;16390.00;120;46.91
ZJHKR40;16395.00;44;26.02
ZJ7KV40_ZINKW40;16395.00;68;34.63
ZJSJD40;16395.00;87;23.08
ZK5JW60;16395.00;32;31.84
ZK7K820;16395.00;23;38.65
Z7230E0_ZK7KP40;16395.00;68;40.26
ZJHKR20_ZJWJ740;16395.00;104;42.2
ZKJJP20;16395.00;85;42.44
ZK9KC60;16395.00;92;50.86
ZJTJ960;16395.00;30;38.7
ZJQJI20;16395.00;83;40.02
ZJTJ820;16395.00;109;46.49
ZJHKR40;16400.00;50;38.68
ZJ7KV40_ZINKW40;16400.00;53;40.23
ZJSJD40;16400.00;80;17.11
ZK5JW60;16400.00;45;33.33
ZK7K820;16400.00;21;38.24
Z7230E0_ZK7KP40;16400.00;69;33.62
ZJHKR20_ZJWJ740;16400.00;100;38.72
ZKJJP20;16400.00;78;42.41
ZK9KC60;16400.00;103;36.91
ZJTJ960;16400.00;28;37.39
ZJQJI20;16400.00;90;43.49
ZJTJ820;16400.00;111;43.04
ZJHKR40;16405.00;52;34.98
ZJ7KV40_ZINKW40;16405.00;56;39.2
ZJSJD40;16405.00;67;25.36
ZK5JW60;16405.00;24;40.67
ZK7K820;16405.00;10;45.6
Z7230E0_ZK7KP40;16405.00;58;35.41
ZJHKR20_ZJWJ740;16405.00;120;42.22
ZKJJP20;16405.00;138;40.01
ZK9KC60;16405.00;140;36.47
ZJTJ960;16405.00;15;38.0
ZJQJI20;16405.00;91;42.76
ZJTJ820;16405.00;97;47.56
ZJHKR40;16410.00;65;32.31
ZJ7KV40_ZINKW40;16410.00;60;38.57
ZJSJD40;16410.00;84;21.48
ZK5JW60;16410.00;30;35.93
ZK7K820;16410.00;10;33.8
Z7230E0_ZK7KP40;16410.00;58;35.1
ZJHKR20_ZJWJ740;16410.00;102;39.41
ZKJJP20;16410.00;128;41.24
ZK9KC60;16410.00;142;54.86
ZJTJ960;16410.00;18;43.5
ZJQJI20;16410.00;96;38.54
ZJTJ820;16410.00;95;43.13
ZJHKR40;16415.00;61;30.75
ZJ7KV40_ZINKW40;16415.00;66;38.06
ZJSJD40;16415.00;86;23.07
ZK5JW60;16415.00;33;31.91
ZK7K820;16415.00;14;36.07
Z7230E0_ZK7KP40;16415.00;68;39.37
ZJHKR20_ZJWJ740;16415.00;92;37.96
ZKJJP20;16415.00;93;40.3
ZK9KC60;16415.00;97;52.74
ZJTJ960;16415.00;34;40.65
ZJQJI20;16415.00;107;38.97
ZJTJ820;16415.00;113;45.77
ZJHKR40;16420.00;80;31.35
ZJ7KV40_ZINKW40;16420.00;73;36.17
ZJSJD40;16420.00;81;23.88
ZK5JW60;16420.00;38;32.03
ZK7K820;16420.00;23;37.22
Z7230E0_ZK7KP40;16420.00;54;41.58
ZJHKR20_ZJWJ740;16420.00;88;41.81
ZKJJP20;16420.00;91;42.4
ZK9KC60;16420.00;140;28.61
ZJTJ960;16420.00;28;41.39
ZJQJI20;16420.00;115;39.93
ZJTJ820;16420.00;82;43.33
ZJHKR40;16425.00;50;30.98
ZJ7KV40_ZINKW40;16425.00;77;39.05
ZJSJD40;16425.00;91;22.05
ZK5JW60;16425.00;35;34.69
ZK7K820;16425.00;21;34.14
Z7230E0_ZK7KP40;16425.00;61;43.56
ZJHKR20_ZJWJ740;16425.00;93;38.04
ZKJJP20;16425.00;112;49.04
ZK9KC60;16425.00;141;37.65
ZJTJ960;16425.00;32;37.69
ZJQJI20;16425.00;99;40.1
ZJTJ820;16425.00;104;49.83
ZJHKR40;16430.00;47;31.06
ZJ7KV40_ZINKW40;16430.00;66;35.39
ZJSJD40;16430.00;75;18.95
ZK5JW60;16430.00;43;35.6
ZK7K820;16430.00;16;35.44
Z7230E0_ZK7KP40;16430.00;70;39.22
ZJHKR20_ZJWJ740;16430.00;103;41.78
ZKJJP20;16430.00;110;42.53
ZK9KC60;16430.00;102;31.96
ZJTJ960;16430.00;40;38.27
ZJQJI20;16430.00;107;41.1
ZJTJ820;16430.00;129;49.07
ZJHKR40;16435.00;65;33.97
ZJ7KV40_ZINKW40;16435.00;70;33.31
ZJSJD40;16435.00;101;14.4
ZK5JW60;16435.00;21;36.24
ZK7K820;16435.00;17;38.29
Z7230E0_ZK7KP40;16435.00;52;37.2
ZJHKR20_ZJWJ740;16435.00;116;39.35
ZKJJP20;16435.00;112;43.62
ZK9KC60;16435.00;120;26.1
